No,Date,Day,Curator,Source,G,D,T,Problem Statement,Hint 1,Hint 2,Hint 3,Notes,Solved,Solved by,In pdf?,
1041,29 Jan 2022,Sat,Cyclic,"2021 Balkan MO, P2 of 4",A,6,FE,"Find all functions \(f : (0, +\infty) \to (0, +\infty)\) such that \[f(x+f(x) + f(y)) = 2f(x) + y\] holds for all \(x,y \in (0, +\infty)\).",,,,,,,,
1038,26 Jan 2022,Wed,Angry Any,2002 USAMO P 4 of 6,A,6,FE,Let $\mathbb{R}$ be the set of real numbers. Determine all functions $f : \mathbb{R} \rightarrow \mathbb{R}$ such that \[f(x^2 - y^2) = xf(x) - yf(y)\] for all pairs of real numbers $x$ and $y$.,,,,,,,,
1034,22 Jan 2022,Sat,Cyclic,"2021 China National HS ML (Exam 2 of Prelims), P3 of 4",N,6,,"Let \(n \geq 4\) be an integer.  Prove that if \(n\) divides \(2^n-2\), then \(\frac{2^n-2}{n}\) is a composite number.",,,,,,,,
1033,21 Jan 2022,Fri,Phoenix,"2018 IMO, P5 of 6",N ,6,SE,"Let $a_1,a_2,\cdots$ be an infinite sequence of positive integers. Suppose that there is an integer $N > 1$ such that, for each $n \geq N$, the number \[\frac{a_1}{a_2}+\frac{a_2}{a_3}+\cdots + \frac{a_{n-1}}{a_n}+\frac{a_n}{a_1} \] is an integer. Prove that there is a positive integer $M$ such that $a_m=a_{m+1}$ for all $m \geq M$.",,,,,,,,
1026,14 Jan 2022,Fri,Phoenix,"2014 Putnam, B4",A,6,PO,"Show that for each positive integer $n$, all the roots of the polynomial
\[ \sum_{k=0}^n 2^{k(n-k)} x^k \]
are real numbers.",,,,,,,,
1019,7 Jan 2022,Fri,Phoenix,Folklore,A,6,PO,For a prime $p$ show that $x^{p-1}+x^{p-2}+\cdots+x+1$ is irreducible over $\mathbb{Q}$,,,,,,,,
1018,6 Jan 2022,Thu,Joe,"2020 IGO Advanced, P1 of 5",G,6,,"Let $M,N,P$ be midpoints of $BC,AC$ and $AB$ of triangle $\triangle ABC$ respectively. $E$ and $F$ are two points on the segment $\overline{BC}$ so that $\angle NEC = \frac{1}{2} \angle AMB$ and $\angle PFB = \frac{1}{2} \angle AMC$. Prove that $AE=AF$.",,,,,,,,
1012,31 Dec 2021,Fri,Phoenix,"2004 USAMO, P4 of 6",C,6,GA,"Alice and Bob play a game on a $6 \times 6$ grid.  On his or her turn, a player chooses a rational number not yet appearing in the grid and writes it in an empty square of the grid. Alice goes first and then the players alternate. When all squares have numbers written in them, in each row, the square with the greatest number in that row is colored black. Alice wins if she can then draw a line from the top of the grid to the bottom of the grid that stays in black squares, and Bob wins if she can't.  (If two squares share a vertex, Alice can draw a line from one to the other that stays in those two squares.)  Find, with proof, a winning strategy for one of the players.",,,,,,,,
1011,30 Dec 2021,Thu,Joe,"2021 BMO2, P4 of 4",N,6,,"Matthew writes down a sequence $a_1,a_2,a_3,\ldots$ of positive integers. Each $a_n$ is the smallest
positive integer, different from all previous terms in the sequence, such that the mean of the
terms $a_1,a_2,\ldots,a_n$ is an integer. Prove that the sequence defined by $a_i-i$ for $i=1,2,3,\ldots$ contains every integer exactly once.",,,,,,,,
998,17 Dec 2021,Fri,Phoenix,"2019 RMM, P1 of 6",C,6,GA,"Amy and Bob play the game. At the beginning, Amy writes down a positive integer on the board. Then the players take moves in turn, Bob moves first. On any move of his, Bob replaces the number $n$ on the blackboard with a number of the form $n-a^2$, where $a$ is a positive integer. On any move of hers, Amy replaces the number $n$ on the blackboard with a number of the form $n^k$, where $k$ is a positive integer. Bob wins if the number on the board becomes zero. \newline 
\newline
Can Amy prevent Bob’s win?",,,,,,,,
991,10 Dec 2021,Fri,Adam,"2021 ICMC Round 1, P6 of 6",G,6,,"Is it possible to cover a circle of area 1 with finitely many equilateral triangles whose areas sum to $1.01$, all pointing in the same direction?",,,,,,,,
983,2 Dec 2021,Thu,Joe,"2020 IMO, P4 of 6",C,6,,"There is an integer $n > 1$. There are $n^2$ stations on a slope of a mountain, all at different altitudes. Each of two cable car companies, $A$ and $B$, operates $k$ cable cars; each cable car provides a transfer from one of the stations to a higher one (with no intermediate stops). The $k$ cable cars of $A$ have $k$ different starting points and $k$ different finishing points, and a cable car which starts higher also finishes higher. The same conditions hold for $B$. We say that two stations are linked by a company if one can start from the lower station and reach the higher one by using one or more cars of that company (no other movements between stations are allowed). Determine the smallest positive integer $k$ for which one can guarantee that there are two stations that are linked by both companies.",,,,,,,,
976,25 Nov 2021,Thu,Joe,"2017 BMO2, P4 of 4",C,6,GA,"Bobby’s booby-trapped safe requires a 3-digit code to unlock it. Alex has a probe which can test combinations without typing them on the safe. The probe responds \textit{Fail} if no individual digit is correct. Otherwise it responds \textit{Close}, including when all digits are correct. For example, if the correct code is 014, then the responses to 099 and 014 are both Close, but the response to 140 is Fail. If Alex is following an optimal strategy, what is the smallest number of attempts needed to guarantee that he knows the correct code, whatever it is?",,,,,,,,
970,19 Nov 2021,Fri,Phoenix,"2006 China TST, Day 1, P3 of 3",N,6,,"Find all positive integer pairs $(a,n)$ such that \[ \frac{(a+1)^{n}-a^{n}}{n}\] is an integer.",,,,,,,,
969,18 Nov 2021,Thu,Joe,"2018 RMMSL, C1",CG,6,IV,"Call a point in the Cartesian plane with integer coordinates a \textit{lattice point}. Given a finite set $\mathcal{S}$ of lattice points we repeatedly perform the following operation: given two distinct lattice points $A, B$ in $\mathcal{S}$ and two distinct lattice points $C, D$ not in $\mathcal{S}$ such that $ACBD$ is a parallelogram with $AB > CD$, we replace $A, B$ by $C, D$. Show that only finitely many such operations can be performed.",,,,,,,,
962,11 Nov 2021,Thu,Joe,"2017 RMM, P1 of 6",C,6,,"\begin{enumerate}[label=(\alph*)]
\item Prove that every positive integer $n$ can be written uniquely in the form \[n=\sum_{j=1}^{2k+1}(-1)^{j-1}2^{m_j},\]where $k\geq 0$ and $0\le m_1<m_2\cdots <m_{2k+1}$ are integers.

This number $k$ is called \textit{weight} of $n$.

\item Find (in closed form) the difference between the number of positive integers at most $2^{2017}$ with even weight and the number of positive integers at most $2^{2017}$ with odd weight.
\end{enumerate}",,,,,,,,
956,5 Nov 2021,Fri,Phoenix,"2018 USAMTS R2, P5 of 5",G,6,,"Acute scalene triangle $\triangle{}ABC$ has circumcenter $O$ and orthocenter $H$. Points $X$ and $Y$, distinct from $B$ and $C$, lie on the circumcircle of $\triangle{}ABC$ such that $\angle{}BXH=\angle{}CYH=90^{\circ{}}$. Show that if lines $XY$, $AH$, and $BC$ are concurrent, then $OH$ is parallel to $BC$.",,,,,,,,
955,4 Nov 2021,Thu,Joe,"2005 IMOSL, C1",C,6,GR,"A house has an even number of lamps distributed among its rooms in such a way that there are at least three lamps in every room. Each lamp shares a switch with exactly one other lamp, not necessarily from the same room. Each change in the switch shared by two lamps changes their states simultaneously. Prove that for every initial state of the lamps there exists a sequence of changes in some of the switches at the end of which each room contains lamps which are on as well as lamps which are off.",,,,,,,,
949,29 Oct 2021,Fri,Phoenix,"2014 IMOSL, C3",C,6,,"Let $n \geq 2$ be an integer. Consider an  $n \times n$ chessboard consisting of $n^2$ unit squares. A configuration of $n$ rooks on this board is peaceful if every row and every column contains exactly one rook. Find the greatest positive integer $k$ such that, for each peaceful configuration of $n$ rooks, there is a $k \times k$ square which does not contain a rook on any of its $k^2$ unit squares.",,,,,,,,
941,21 Oct 2021,Thu,Adam,"Irish MO, 1994 P10 of 10",C,6,,"If a square is partitioned into $n$ convex polygons, determine the maximum number of edges present in the resulting figure.",,,,,,,,
927,7 Oct 2021,Thu,Joe,"2003 IMOSL, G4",G,6,,"Let $\Gamma_1$, $\Gamma_2$, $\Gamma_3$, $\Gamma_4$ be distinct circles such that $\Gamma_1$, $\Gamma_3$ are externally tangent at $P$, and $\Gamma_2$, $\Gamma_4$ are externally tangent at the same point $P$. Suppose that $\Gamma_1$ and $\Gamma_2$; $\Gamma_2$ and $\Gamma_3$; $\Gamma_3$ and $\Gamma_4$; $\Gamma_4$ and $\Gamma_1$ meet at $A$, $B$, $C$, $D$, respectively, and that all these points are different from $P$. Prove that

\[ \frac{AB\cdot BC}{AD\cdot DC}=\frac{PB^2}{PD^2}. \]",,,,,,,,
920,30 Sep 2021,Thu,Joe,"2018 IMOSL, C1",C,6,,"Let $n\geqslant 3$ be an integer. Prove that there exists a set $S$ of $2n$ positive integers satisfying the following property: For every $m=2,3,...,n$ the set $S$ can be partitioned into two subsets with equal sums of elements, with one of subsets of cardinality $m$.",,,,,,,,
892,2 Sep 2021,Thu,Joe,"2020 BMO2, P3 of 4",C,6,,"A $2019\times 2019$ square grid is made up of $2019^2$ unit cells. Each cell is coloured either black or white. A colouring is called \textit{balanced} if, within every square subgrid made up of $k^2$ cells for $1\le k\le 2019$, the number of black cells differs from the number of white cells by at most one. How many different balanced colourings are there?

\textit{(Two colourings are different if there is at least one cell which is black in exactly one of them.)}",,,,,,,,
871,12 Aug 2021,Thu,Adam,"2020 IMOSL, A3",A,6,,"Suppose that $a, b, c, d$ are positive real numbers satisfying $(a+c)(b+d)=a c+b d$. Find the smallest possible value of
$$
S=\frac{a}{b}+\frac{b}{c}+\frac{c}{d}+\frac{d}{a}.
$$",,,,,,,,
857,29 Jul 2021,Thu,Joe,"2011 IMOSL, N2",N,6,,"For any integer $d > 0,$ let $f(d)$ be the smallest possible integer that has exactly $d$ positive divisors (so for example we have $f(1)=1, f(5)=16,$ and $f(6)=12$). Prove that for every integer $k \geq 0$ the number $f\left(2^k\right)$ divides $f\left(2^{k+1}\right).$
",,,,,,,,
844,16 Jul 2021,Fri,Cyclic,Adapted from Miklós Schweitzer 2020,A,6,,"Let $S$ be the set of all infinite positive integer sequences. We say that two sequences in $S$ are \emph{separated} if, for all positive integers $n$, the $n$th term in the first sequence is distinct from the $n$th term in the second sequence. \\

Find all functions $f:S\to \mathbb{Z}^+$ such that:
\begin{enumerate}[label=(\roman*)]
\item $f(s_1)\neq f(s_2)$ for any two separated sequences $s_1,s_2\in S$;
\item For any constant sequence $s=(c,c,c,\dots)\in S$, we have $f(s)=c$. 
\end{enumerate}",,,,,,,,
837,9 Jul 2021,Fri,Will,"2021 MODSMO, P5 of 7",AN,6,PO,"Does there exist an infinite sequence $P_{1}(x), P_{2}(x), P_{3}(x), \ldots$ of integer polynomials, all of degree $1000,$ such that for each integer $z$ there is a unique natural number $i$ and integer $x$ for which $P_{i}(x)=z$?",,,,,,,,
829,1 Jul 2021,Thu,Joe,"2018 IMO, P4 of 6",C,6,,"A \textit{site} is any point $(x, y)$ in the plane such that $x$ and $y$ are both positive integers less than or equal to 20.

Initially, each of the 400 sites is unoccupied. Amy and Ben take turns placing stones with Amy going first. On her turn, Amy places a new red stone on an unoccupied site such that the distance between any two sites occupied by red stones is not equal to $\sqrt{5}$. On his turn, Ben places a new blue stone on any unoccupied site. (A site occupied by a blue stone is allowed to be at any distance from any other occupied site.) They stop as soon as a player cannot place a stone.

Find the greatest $K$ such that Amy can ensure that she places at least $K$ red stones, no matter how Ben places his blue stones.",,,,,,,,
816,18 Jun 2021,Fri,Cyclic,"2021 USAMO, P4 of 6",N,6,,"A finite set $S$ of positive integers has the property that, for each $s \in S$, and each positive integer divisor $d$ of $s$, there exists a unique element $t \in S$ satisfying $\operatorname{gcd}(s, t)=d$. The elements $s$ and $t$ could be equal.
Given this information, find all possible values for the number of elements of $S$.",,,,,,,,
810,12 Jun 2021,Sat,Will,"2014 ELMO SL, C5",C,6,,"Let $n$ be a positive integer. For any $k$, denote by $a_k$ the number of permutations of $\{1,2,\dots,n\}$ with exactly $k$ disjoint cycles. (For example, if $n=3$ then $a_2=3$ since $(1)(23)$, $(2)(31)$, $(3)(12)$ are the only such permutations.) Evaluate \[ a_n n^n + a_{n-1} n^{n-1} + \dots + a_1 n. \]",,,,,,,,
809,11 Jun 2021,Fri,Adam,Inaba's Theorem,CG,6,,Prove that any set of 10 points in the plane ($\mathbb{R}^2$) can be covered by a suitable placement of disjoint open unit disks.,,,,,,,,
808,10 Jun 2021,Thu,Joe,"2021 EGMO, P4 of 6",G,6,,Let $ABC$ be a triangle with incenter $I$ and let $D$ be an arbitrary point on the side $BC$. Let the line through $D$ perpendicular to $BI$ intersect $CI$ at $E$. Let the line through $D$ perpendicular to $CI$ intersect $BI$ at $F$. Prove that the reflection of $A$ across the line $EF$ lies on the line $BC$.,,,,,,,,
802,4 Jun 2021,Fri,Cyclic,2020 USAMO P2 of 6,C,6,,"An empty $2020 \times 2020 \times 2020$ cube is given, and a $2020 \times 2020$ grid of square unit cells is drawn on each of its six faces. A beam is a $1 \times 1 \times 2020$ rectangular prism. Several beams are placed inside the cube subject to the following conditions:\\

$\bullet$ The two $1 \times 1$ faces of each beam coincide with unit cells lying on opposite faces of the cube. (Hence, there are $3 \cdot 2020^2$ possible positions for a beam.)\\

$\bullet$ No two beams have intersecting interiors.\\ 
$\bullet$ The interiors of each of the four $1 \times 2020$ faces of each beam touch either a face of the cube or the interior of the face of another beam.\\

What is the smallest positive number of beams that can be placed to satisfy these conditions?",,,,,,,,
773,6 May 2021,Thu,Joe,"2014 IMOSL, G2",G,6,GI,"Let $ABC$ be a triangle. The points $K, L,$ and $M$ lie on the segments $BC, CA,$ and $AB,$ respectively, such that the lines $AK, BL,$ and $CM$ intersect in a common point. Prove that it is possible to choose two of the triangles $ALM, BMK,$ and $CKL$ whose inradii sum up to at least the inradius of the triangle $ABC$.",,,,,,,,
759,22 Apr 2021,Thu,Joe,"2015 IMO, P4 of 6",G,6,,"Triangle $ABC$ has circumcircle $\Omega$ and circumcenter $O$. A circle $\Gamma$ with center $A$ intersects the segment $BC$ at points $D$ and $E$, such that $B$, $D$, $E$, and $C$ are all different and lie on line $BC$ in this order. Let $F$ and $G$ be the points of intersection of $\Gamma$ and $\Omega$, such that $A$, $F$, $B$, $C$, and $G$ lie on $\Omega$ in this order. Let $K$ be the second point of intersection of the circumcircle of triangle $BDF$ and the segment $AB$. Let $L$ be the second point of intersection of the circumcircle of triangle $CGE$ and the segment $CA$.

Suppose that the lines $FK$ and $GL$ are different and intersect at the point $X$. Prove that $X$ lies on the line $AO$.",,,,,,,,
754,17 Apr 2021,Sat,Will,"2019 Leaked RMM, P4 of 6",G,6,,"Let there be an equilateral triangle $ABC$ and a point $P$ in its plane such that $AP<BP<CP.$ Suppose that the lengths of segments $AP,BP$ and $CP$ uniquely determine the side of $ABC$. Prove that $P$ lies on the circumcircle of triangle $ABC.$",,,,,,,,
739,2 Apr 2021,Fri,Cyclic,"2021 CMO, P4 of 5",N,6,,"A function $f$ from the positive integers to the positive integers is called Canadian if it satisfies
$\gcd(f(f(x)), f(x+y))=\gcd(x, y)$
for all pairs of positive integers $x$ and $y$.
Find all positive integers $m$ such that $f(m)=m$ for all Canadian functions $f$.",,,,,,,,
724,18 Mar 2021,Thu,Joe,"2002 Putnam, A5",N,6,,"Define a sequence by $a_0=1$, together with the rules $a_{2n+1}=a_n$ and $a_{2n+2}=a_n+a_{n+1}$ for each integer $n\ge0$. Prove that every positive rational number appears in the set $ \left\{ \tfrac {a_{n-1}}{a_n}: n \ge 1 \right\} = \left\{ \tfrac {1}{1}, \tfrac {1}{2}, \tfrac {2}{1}, \tfrac {1}{3}, \tfrac {3}{2}, \cdots \right\} $.",,,,,,,,
717,11 Mar 2021,Thu,Joe,"2014 Balkan MO, P3 of 4",G,6,,Let $ABCD$ be a trapezium inscribed in a circle $\Gamma$ with diameter $AB$. Let $E$ be the intersection point of the diagonals $AC$ and $BD$ . The circle with center $B$ and radius $BE$ meets $\Gamma$ at the points $K$ and $L$ (where $K$ is on the same side of $AB$ as $C$). The line perpendicular to $BD$ at $E$ intersects $CD$ at $M$. Prove that $KM$ is perpendicular to $DL$.,,,,,,,,
697,19 Feb 2021,Fri,Cyclic,"2015 EGMO, P3 of 6",N,6,,"Let $n, m$ be integers greater than $1,$ and let $a_{1}, a_{2}, \ldots, a_{m}$ be positive integers not greater than $n^{m}$. Prove that there exist positive integers $b_{1}, b_{2}, \ldots, b_{m}$ not greater than $n$, such that
$$
\gcd\left(a_{1}+b_{1}, a_{2}+b_{2}, \ldots, a_{m}+b_{m}\right)<n
$$
where $\gcd\left(x_{1}, x_{2}, \ldots, x_{m}\right)$ denotes the greatest common divisor of $x_{1}, x_{2}, \ldots, x_{m}$",,,,,,,,
696,18 Feb 2021,Thu,Adam,"2009 IMO, P1 of 6",N,6,,"Let $n$ be a positive integer and let $a_{1}, a_{2}, a_{3}, \ldots, a_{k}$ $(k \geq 2)$ be distinct integers in the set $1,2, \ldots, n$ such that $n$ divides $a_{i}\left(a_{i+1}-1\right)$ for $i=1,2, \ldots, k-1$. Prove that $n$ does not divide $a_{k}\left(a_{1}-1\right)$.",,,,,,,,
